Transaction_ID,Employee_ID,Worker_ID,Effective_Date,Transaction_Type,Transaction_Status,Reason_Code,Prior_Job_Profile,New_Job_Profile,Prior_Job_Level,New_Job_Level,Prior_Business_Unit,New_Business_Unit,Prior_Division,New_Division,Prior_Department,New_Department,Prior_Manager_ID,New_Manager_ID,Prior_Location,New_Location,Prior_Worker_Type,New_Worker_Type,Initiated_By,Initiated_Date,Completed_Date,Comments
JM2840044,EMP725887,WD19391769,2026-01-25,Promotion,Completed,Succession Planning,Analyst II,Senior Specialist,2.0,3.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Mobile Banking,Mobile Banking,EMP948280,EMP948280,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-11-30,2026-01-25,Promotion from Level 2 to Level 3
JM9580366,EMP726104,WD74463528,2025-12-01,Lateral Move,Completed,Career Development,Expert,Expert,5.0,5.0,Risk & Compliance,Investment Banking,Enterprise Risk,Structured Finance,Model Risk,Project Finance,EMP680911,EMP680911,"Boston, MA","Boston, MA",Regular,Regular,Employee,2025-11-15,2025-12-01,Lateral move to Investment Banking
JM5341521,EMP726216,WD87758693,2025-04-15,Lateral Move,Completed,Project Assignment,Senior Specialist,Lead Representative,3.0,3.0,Corporate Functions,Retail Banking,Legal,Branch Operations,Regulatory Affairs,Sales,EMP208730,EMP208730,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-03-02,2025-04-15,Lateral move to Retail Banking
JM6560143,EMP726250,WD48619731,2025-05-23,Lateral Move,Completed,Relocation Request,Expert,Senior Principal,5.0,5.0,Investment Banking,Investment Banking,Advisory Services,Mergers & Acquisitions,Restructuring,Integration,EMP803772,EMP803772,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-04-14,2025-05-23,Lateral move to Investment Banking
JM9665623,EMP726250,WD48619731,2025-12-27,Hire,Completed,Experienced Hire,,Expert,,5.0,,Investment Banking,,Advisory Services,,Restructuring,,EMP803772,,"Charlotte, NC",,Regular,Recruiter,2025-12-03,2025-12-27,New hire - Campus Hire
JM7399409,EMP726650,WD19527130,2025-03-21,Promotion,Completed,Skill Development,Lead Representative,Lead Specialist,3.0,4.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,ACH Operations,ACH Operations,EMP521754,EMP521754,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-02-10,2025-03-21,Promotion from Level 3 to Level 4
JM3606039,EMP726978,WD46934526,2025-03-25,Promotion,Completed,Succession Planning,Senior Principal,Assistant Manager,5.0,6.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP397074,EMP397074,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-02-15,2025-03-25,Promotion from Level 5 to Level 6
JM6115322,EMP726978,WD46934526,2025-07-27,Hire,Completed,New Position,,Senior Principal,,5.0,,Retail Banking,,Digital Banking,,UX Design,,EMP397074,,"Chicago, IL",,Regular,Hiring Manager,2025-07-05,2025-07-27,New hire - Campus Hire
JM4448599,EMP727149,WD14388356,2025-02-09,Termination,Completed,Involuntary - End of Contract,Representative,,2.0,,Commercial Banking,,Treasury Services,,Liquidity Management,,EMP807895,,"Toronto, ON",,Regular,,HR,2025-01-01,2025-02-09,Involuntary - End of Contract
JM8984753,EMP727178,WD89878256,2025-02-26,Promotion,Completed,Market Adjustment,Analyst I,Representative,1.0,2.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Payment Processing,Payment Processing,EMP249109,EMP249109,"New York, NY","New York, NY",Regular,Regular,Manager,2025-01-03,2025-02-26,Promotion from Level 1 to Level 2
JM4220044,EMP727237,WD45095483,2025-08-06,Promotion,Completed,Retention,Associate Director,Regional Director,8.0,9.0,Wealth Management,Wealth Management,Trust Services,Trust Services,Fiduciary Services,Fiduciary Services,EMP267212,EMP267212,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-06-28,2025-08-06,Promotion from Level 8 to Level 9
JM8031135,EMP727302,WD54398039,2025-06-14,Lateral Move,Completed,Relocation Request,Analyst II,Associate II,2.0,2.0,Investment Banking,Investment Banking,Mergers & Acquisitions,Capital Markets,Due Diligence,Equity Sales,EMP914932,EMP914932,"Chicago, IL","Chicago, IL",Regular,Regular,HR,2025-05-11,2025-06-14,Lateral move to Investment Banking
JM9577318,EMP727302,WD54398039,2025-09-01,Hire,Completed,Executive Recruitment,,Analyst II,,2.0,,Investment Banking,,Mergers & Acquisitions,,Due Diligence,,EMP914932,,"Chicago, IL",,Regular,Hiring Manager,2025-08-03,2025-09-01,New hire - Internal Referral
JM2407279,EMP727458,WD63009273,2025-09-20,Lateral Move,Completed,Relocation Request,Manager,Operations Manager,7.0,7.0,Retail Banking,Commercial Banking,Consumer Lending,Trade Finance,Credit Cards,Documentary Collections,EMP910479,EMP910479,"Charlotte, NC","Charlotte, NC",Regular,Regular,HR,2025-08-22,2025-09-20,Lateral move to Commercial Banking
JM1476972,EMP727487,WD23332890,2025-04-02,Lateral Move,Completed,Restructuring,Staff Specialist,Expert,5.0,5.0,Commercial Banking,Commercial Banking,Real Estate Finance,Corporate Lending,Property Management,Underwriting,EMP865554,EMP865554,"Boston, MA","Boston, MA",Regular,Regular,Employee,2025-03-15,2025-04-02,Lateral move to Commercial Banking
JM6937357,EMP727494,WD45127386,2025-04-25,Hire,Completed,Campus Hire,,Senior Analyst,,3.0,,Investment Banking,,Capital Markets,,Derivatives,,EMP124444,,"Chicago, IL",,Regular,HR System,2025-03-29,2025-04-25,New hire - Internal Referral
JM6725546,EMP727494,WD45127386,2025-10-08,Lateral Move,Completed,Business Need,Senior Analyst,Lead Representative,3.0,3.0,Investment Banking,Investment Banking,Capital Markets,Advisory Services,Derivatives,Restructuring,EMP124444,EMP124444,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-08-24,2025-10-08,Lateral move to Investment Banking
JM6326553,EMP727494,WD45127386,2025-11-21,Promotion,Completed,Skill Development,Senior Analyst,Principal Associate,3.0,4.0,Investment Banking,Investment Banking,Capital Markets,Capital Markets,Derivatives,Derivatives,EMP124444,EMP124444,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-09-25,2025-11-21,Promotion from Level 3 to Level 4
JM4738030,EMP728335,WD16197336,2025-03-04,Promotion,Completed,Market Adjustment,Team Lead,Expert,4.0,5.0,Investment Banking,Investment Banking,Advisory Services,Advisory Services,Strategic Advisory,Strategic Advisory,EMP109038,EMP109038,"Charlotte, NC","Charlotte, NC",Temporary,Temporary,Manager,2025-01-07,2025-03-04,Promotion from Level 4 to Level 5
JM1398640,EMP728624,WD42273433,2025-06-17,Lateral Move,Completed,Project Assignment,Representative,Representative,2.0,2.0,Commercial Banking,Wealth Management,Corporate Lending,Asset Management,Portfolio Management,Fixed Income Strategies,EMP909968,EMP909968,"Dallas, TX","Dallas, TX",Regular,Regular,Employee,2025-05-10,2025-06-17,Lateral move to Wealth Management
JM2299284,EMP728836,WD58234224,2025-04-08,Promotion,Completed,Performance Based,Representative,Senior Analyst,2.0,3.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Auto Loans,Auto Loans,EMP353560,EMP353560,"New York, NY","New York, NY",Regular,Regular,Manager,2025-02-24,2025-04-08,Promotion from Level 2 to Level 3
JM6801540,EMP728850,WD25964585,2025-04-12,Promotion,Completed,Performance Based,Representative,Senior Analyst,2.0,3.0,Wealth Management,Wealth Management,Private Banking,Private Banking,Client Advisory,Client Advisory,EMP805622,EMP805622,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-02-22,2025-04-12,Promotion from Level 2 to Level 3
JM7784411,EMP728885,WD20586237,2025-05-14,Lateral Move,Completed,Leadership Development,Team Lead,Lead Specialist,4.0,4.0,Retail Banking,Wealth Management,Deposits & Payments,Private Banking,Checking & Savings,Relationship Management,EMP405949,EMP405949,"Toronto, ON","Toronto, ON",Regular,Regular,Employee,2025-04-28,2025-05-14,Lateral move to Wealth Management
JM9030565,EMP729014,WD60951524,2025-06-18,Promotion,Completed,Expanded Role,Specialist II,Senior Associate,2.0,3.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,Mobile Banking,Mobile Banking,EMP647007,EMP647007,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-05-09,2025-06-18,Promotion from Level 2 to Level 3
JM3495274,EMP729529,WD92446447,2025-10-05,Promotion,Completed,Retention,Associate II,Senior Specialist,2.0,3.0,Investment Banking,Investment Banking,Advisory Services,Advisory Services,Industry Coverage,Industry Coverage,EMP953487,EMP953487,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-08-17,2025-10-05,Promotion from Level 2 to Level 3
JM7500087,EMP729912,WD18901536,2025-04-11,Lateral Move,Completed,Leadership Development,Representative,Associate II,2.0,2.0,Technology,Technology,Infrastructure,Cybersecurity,Network Operations,Security Operations,EMP479933,EMP479933,"New York, NY","New York, NY",Contractor,Contractor,Manager,2025-03-06,2025-04-11,Lateral move to Technology
JM1491989,EMP729942,WD14887387,2025-08-11,Termination,Completed,Involuntary - Position Elimination,Lead Representative,,3.0,,Risk & Compliance,,Enterprise Risk,,Model Risk,,EMP612329,,"Dallas, TX",,Regular,,HR,2025-06-30,2025-08-11,Involuntary - Position Elimination
JM9048706,EMP730062,WD44359070,2026-01-20,Lateral Move,Completed,Relocation Request,Specialist II,Specialist II,2.0,2.0,Retail Banking,Wealth Management,Branch Operations,Asset Management,Customer Service,Alternative Investments,EMP832431,EMP832431,"Chicago, IL","Chicago, IL",Regular,Regular,Employee,2026-01-04,2026-01-20,Lateral move to Wealth Management
JM8997660,EMP730142,WD35664238,2025-09-29,Termination,Completed,Voluntary - Return to School,Team Lead,,4.0,,Investment Banking,,Mergers & Acquisitions,,Integration,,EMP621336,,"Chicago, IL",,Regular,,Employee,2025-08-03,2025-09-29,Voluntary - Return to School
JM2005203,EMP730400,WD10582943,2025-12-19,Lateral Move,Completed,Leadership Development,Assistant Manager,Supervisor,6.0,6.0,Retail Banking,Investment Banking,Deposits & Payments,Mergers & Acquisitions,Checking & Savings,Integration,EMP624920,EMP624920,"New York, NY","New York, NY",Regular,Regular,Employee,2025-11-26,2025-12-19,Lateral move to Investment Banking
JM7975089,EMP730404,WD70436260,2025-03-07,Termination,Completed,Voluntary - Relocation,Representative,,2.0,,Investment Banking,,Mergers & Acquisitions,,Deal Origination,,EMP196379,,"Los Angeles, CA",,Regular,,Employee,2025-02-15,2025-03-07,Voluntary - Relocation
JM2988317,EMP730837,WD92235510,2025-07-26,Lateral Move,Completed,Restructuring,Lead Representative,Senior Associate,3.0,3.0,Wealth Management,Investment Banking,Asset Management,Capital Markets,Alternative Investments,Fixed Income,EMP263641,EMP263641,"New York, NY","New York, NY",Regular,Regular,Employee,2025-06-17,2025-07-26,Lateral move to Investment Banking
JM8139225,EMP731012,WD53991218,2026-01-09,Lateral Move,Completed,Career Development,Assistant Manager,Team Manager,6.0,6.0,Commercial Banking,Corporate Functions,Trade Finance,Human Resources,Export Finance,Learning & Development,EMP114047,EMP114047,"Chicago, IL","Chicago, IL",Contractor,Contractor,Employee,2025-12-02,2026-01-09,Lateral move to Corporate Functions
JM7294380,EMP731046,WD32180457,2025-06-22,Termination,Completed,Involuntary - Position Elimination,Principal Analyst,,5.0,,Commercial Banking,,Treasury Services,,Cash Management,,EMP745650,,"New York, NY",,Regular,,HR,2025-05-23,2025-06-22,Involuntary - Position Elimination
JM4944585,EMP731160,WD15295236,2025-05-24,Hire,Completed,Backfill,,Representative,,2.0,,Investment Banking,,Capital Markets,,Fixed Income,,EMP718221,,"Charlotte, NC",,Contractor,Hiring Manager,2025-04-26,2025-05-24,New hire - Executive Recruitment
JM2689674,EMP731307,WD73241368,2025-08-04,Hire,Completed,Executive Recruitment,,Representative,,2.0,,Wealth Management,,Asset Management,,Fixed Income Strategies,,EMP893693,,"Toronto, ON",,Regular,HR System,2025-07-10,2025-08-04,New hire - Internal Referral
JM5452277,EMP731347,WD31035769,2025-03-08,Lateral Move,Completed,Relocation Request,Senior Principal,Expert,5.0,5.0,Risk & Compliance,Retail Banking,Regulatory Compliance,Branch Operations,Bank Secrecy Act,Sales,EMP460788,EMP460788,"New York, NY","New York, NY",Regular,Regular,Manager,2025-02-13,2025-03-08,Lateral move to Retail Banking
JM1993027,EMP731347,WD31035769,2025-08-16,Hire,Completed,Campus Hire,,Senior Principal,,5.0,,Risk & Compliance,,Regulatory Compliance,,Bank Secrecy Act,,EMP460788,,"New York, NY",,Regular,Recruiter,2025-07-25,2025-08-16,New hire - Executive Recruitment
JM2541030,EMP731399,WD87623721,2025-11-29,Promotion,Completed,Performance Based,Lead Representative,Lead Specialist,3.0,4.0,Technology,Technology,Data & Analytics,Data & Analytics,Data Engineering,Data Engineering,EMP734285,EMP734285,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-10-14,2025-11-29,Promotion from Level 3 to Level 4
JM3981596,EMP731423,WD71105474,2025-03-31,Hire,Completed,Backfill,,Senior Principal,,5.0,,Wealth Management,,Asset Management,,Equity Strategies,,EMP816204,,"New York, NY",,Regular,Recruiter,2025-03-20,2025-03-31,New hire - Executive Recruitment
JM4174263,EMP731714,WD44435716,2025-04-09,Lateral Move,Completed,Business Need,Senior Analyst,Senior Specialist,3.0,3.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Collections,Mortgage Origination,EMP461608,EMP461608,"New York, NY","New York, NY",Intern,Intern,HR,2025-02-25,2025-04-09,Lateral move to Retail Banking
JM8887949,EMP731727,WD36021032,2025-03-23,Termination,Completed,Involuntary - Position Elimination,Analyst I,,1.0,,Technology,,Infrastructure,,Systems Engineering,,EMP917567,,"Los Angeles, CA",,Regular,,HR,2025-01-31,2025-03-23,Involuntary - Position Elimination
JM1053703,EMP731727,WD36021032,2025-12-01,Hire,Completed,Executive Recruitment,,Analyst I,,1.0,,Technology,,Infrastructure,,Systems Engineering,,EMP917567,,"Los Angeles, CA",,Regular,HR System,2025-11-01,2025-12-01,New hire - Expansion
JM4624998,EMP731778,WD23638897,2026-01-21,Hire,Completed,Expansion,,Representative,,2.0,,Investment Banking,,Structured Finance,,Syndications,,EMP158810,,"Toronto, ON",,Regular,Hiring Manager,2025-12-26,2026-01-21,New hire - Expansion
JM4175090,EMP731919,WD88648908,2026-02-02,Termination,Completed,Involuntary - Position Elimination,Senior Associate,,3.0,,Commercial Banking,,Trade Finance,,Letters of Credit,,EMP969280,,"New York, NY",,Regular,,HR,2025-12-06,2026-02-02,Involuntary - Position Elimination
JM9737416,EMP732437,WD33611201,2025-08-31,Hire,Completed,New Position,,Principal Associate,,4.0,,Commercial Banking,,Corporate Lending,,Loan Operations,,EMP680061,,"New York, NY",,Regular,Recruiter,2025-08-14,2025-08-31,New hire - Expansion
JM9811890,EMP732493,WD36855265,2025-07-30,Lateral Move,Completed,Business Need,Senior Manager,Program Manager,8.0,8.0,Retail Banking,Corporate Functions,Consumer Lending,Finance,Collections,Accounting,EMP513872,EMP513872,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-07-09,2025-07-30,Lateral move to Corporate Functions
JM4841952,EMP732504,WD21155828,2025-02-04,Termination,Completed,Voluntary - Return to School,Team Lead,,4.0,,Wealth Management,,Asset Management,,Fund Operations,,EMP309640,,"Charlotte, NC",,Regular,,Employee,2025-01-18,2025-02-04,Voluntary - Return to School
JM4218113,EMP732523,WD20967496,2025-12-04,Promotion,Completed,Succession Planning,Specialist II,Senior Associate,2.0,3.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP794702,EMP794702,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-10-23,2025-12-04,Promotion from Level 2 to Level 3
JM8866757,EMP732523,WD20967496,2026-01-13,Hire,Completed,New Position,,Specialist II,,2.0,,Retail Banking,,Digital Banking,,UX Design,,EMP794702,,"Toronto, ON",,Regular,Hiring Manager,2026-01-05,2026-01-13,New hire - Expansion
JM6621310,EMP732552,WD69546123,2025-09-26,Lateral Move,Completed,Leadership Development,Senior Analyst,Senior Associate,3.0,3.0,Retail Banking,Wealth Management,Branch Operations,Asset Management,Teller Operations,Fixed Income Strategies,EMP867760,EMP867760,"Chicago, IL","Chicago, IL",Contractor,Contractor,Employee,2025-09-07,2025-09-26,Lateral move to Wealth Management
JM9084928,EMP733087,WD24273540,2025-08-23,Hire,Completed,Backfill,,Associate I,,1.0,,Technology,,Data & Analytics,,Machine Learning,,EMP233644,,"Chicago, IL",,Regular,Hiring Manager,2025-07-28,2025-08-23,New hire - New Position
JM4420935,EMP733087,WD24273540,2026-01-11,Lateral Move,Completed,Relocation Request,Associate I,Analyst I,1.0,1.0,Technology,Wealth Management,Data & Analytics,Financial Planning,Machine Learning,Tax Planning,EMP233644,EMP233644,"Chicago, IL","Chicago, IL",Regular,Regular,Manager,2025-12-10,2026-01-11,Lateral move to Wealth Management
JM7602924,EMP733474,WD84676243,2025-02-04,Lateral Move,Completed,Career Development,Associate II,Analyst II,2.0,2.0,Investment Banking,Retail Banking,Structured Finance,Consumer Lending,Syndications,Mortgage Origination,EMP710216,EMP710216,"Chicago, IL","Chicago, IL",Regular,Regular,HR,2025-01-10,2025-02-04,Lateral move to Retail Banking
JM4618056,EMP733621,WD40825851,2025-05-21,Lateral Move,Completed,Leadership Development,Representative,Analyst II,2.0,2.0,Corporate Functions,Technology,Legal,Infrastructure,Corporate Legal,Cloud Services,EMP187184,EMP187184,"Dallas, TX","Dallas, TX",Regular,Regular,HR,2025-05-01,2025-05-21,Lateral move to Technology
JM5415782,EMP733621,WD40825851,2025-07-21,Promotion,Completed,Skill Development,Representative,Lead Representative,2.0,3.0,Corporate Functions,Corporate Functions,Legal,Legal,Corporate Legal,Corporate Legal,EMP187184,EMP187184,"Dallas, TX","Dallas, TX",Regular,Regular,Manager,2025-05-29,2025-07-21,Promotion from Level 2 to Level 3
JM6780537,EMP733754,WD12438447,2025-05-21,Hire,Completed,Experienced Hire,,Senior Analyst,,3.0,,Investment Banking,,Mergers & Acquisitions,,Deal Origination,,EMP827946,,"Boston, MA",,Regular,Recruiter,2025-05-06,2025-05-21,New hire - Internal Referral
JM8380171,EMP733936,WD27831652,2025-02-26,Promotion,Completed,Retention,Assistant Manager,Branch Manager,6.0,7.0,Commercial Banking,Commercial Banking,Real Estate Finance,Real Estate Finance,Commercial Mortgage,Commercial Mortgage,EMP628268,EMP628268,"San Francisco, CA","San Francisco, CA",Regular,Regular,Manager,2025-01-04,2025-02-26,Promotion from Level 6 to Level 7
JM7233050,EMP734144,WD91768880,2025-09-12,Hire,Completed,Campus Hire,,Lead Representative,,3.0,,Commercial Banking,,Corporate Lending,,Portfolio Management,,EMP292662,,"New York, NY",,Regular,Recruiter,2025-08-22,2025-09-12,New hire - Expansion
JM5459668,EMP734144,WD91768880,2025-10-30,Promotion,Completed,Performance Based,Lead Representative,Principal Associate,3.0,4.0,Commercial Banking,Commercial Banking,Corporate Lending,Corporate Lending,Portfolio Management,Portfolio Management,EMP292662,EMP292662,"New York, NY","New York, NY",Regular,Regular,Manager,2025-09-20,2025-10-30,Promotion from Level 3 to Level 4
JM1164279,EMP734199,WD21485722,2026-01-12,Hire,Completed,Experienced Hire,,Branch Manager,,7.0,,Corporate Functions,,Marketing,,Digital Marketing,,EMP334713,,"Phoenix, AZ",,Regular,Recruiter,2025-12-25,2026-01-12,New hire - New Position
JM2799428,EMP734285,WD72870637,2025-02-23,Hire,Completed,Backfill,,Operations Manager,,7.0,,Technology,,Data & Analytics,,Data Governance,,EMP364731,,"Chicago, IL",,Regular,Recruiter,2025-02-07,2025-02-23,New hire - New Position
JM9167740,EMP734315,WD14924468,2025-05-17,Promotion,Completed,Expanded Role,Representative,Senior Analyst,2.0,3.0,Risk & Compliance,Risk & Compliance,Regulatory Compliance,Regulatory Compliance,Bank Secrecy Act,Bank Secrecy Act,EMP474765,EMP474765,"Los Angeles, CA","Los Angeles, CA",Contractor,Contractor,Manager,2025-04-05,2025-05-17,Promotion from Level 2 to Level 3
JM5737293,EMP734350,WD85850302,2025-09-15,Promotion,Completed,Expanded Role,Analyst II,Lead Representative,2.0,3.0,Wealth Management,Wealth Management,Trust Services,Trust Services,Fiduciary Services,Fiduciary Services,EMP201542,EMP201542,"Toronto, ON","Toronto, ON",Regular,Regular,Manager,2025-07-27,2025-09-15,Promotion from Level 2 to Level 3
JM1129558,EMP734384,WD97612294,2025-04-03,Promotion,Completed,Retention,Senior Principal,Supervisor,5.0,6.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Payment Processing,Payment Processing,EMP406095,EMP406095,"New York, NY","New York, NY",Regular,Regular,Manager,2025-02-12,2025-04-03,Promotion from Level 5 to Level 6
JM8655256,EMP734394,WD73837847,2025-02-14,Lateral Move,Completed,Restructuring,Staff Specialist,Senior Principal,5.0,5.0,Risk & Compliance,Investment Banking,Enterprise Risk,Structured Finance,Market Risk,Securitization,EMP103790,EMP103790,"New York, NY","New York, NY",Regular,Regular,HR,2025-01-09,2025-02-14,Lateral move to Investment Banking
JM7915542,EMP734394,WD73837847,2025-03-09,Promotion,Completed,Skill Development,Staff Specialist,Team Manager,5.0,6.0,Risk & Compliance,Risk & Compliance,Enterprise Risk,Enterprise Risk,Market Risk,Market Risk,EMP103790,EMP103790,"New York, NY","New York, NY",Regular,Regular,Manager,2025-01-14,2025-03-09,Promotion from Level 5 to Level 6
JM2273509,EMP734447,WD70255839,2025-04-13,Lateral Move,Completed,Relocation Request,Specialist II,Representative,2.0,2.0,Retail Banking,Retail Banking,Deposits & Payments,Consumer Lending,Payment Processing,Auto Loans,EMP405949,EMP405949,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,Employee,2025-03-21,2025-04-13,Lateral move to Retail Banking
JM5696846,EMP734447,WD70255839,2026-01-06,Promotion,Completed,Skill Development,Specialist II,Senior Analyst,2.0,3.0,Retail Banking,Retail Banking,Deposits & Payments,Deposits & Payments,Payment Processing,Payment Processing,EMP405949,EMP405949,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,Manager,2025-11-27,2026-01-06,Promotion from Level 2 to Level 3
JM9548312,EMP734481,WD64528455,2025-03-01,Lateral Move,Completed,Business Need,Associate II,Representative,2.0,2.0,Retail Banking,Retail Banking,Digital Banking,Deposits & Payments,UX Design,Payment Processing,EMP763215,EMP763215,"Boston, MA","Boston, MA",Regular,Regular,HR,2025-01-17,2025-03-01,Lateral move to Retail Banking
JM3762879,EMP734481,WD64528455,2025-06-10,Hire,Completed,Internal Referral,,Associate II,,2.0,,Retail Banking,,Digital Banking,,UX Design,,EMP763215,,"Boston, MA",,Regular,HR System,2025-05-19,2025-06-10,New hire - Campus Hire
JM7177765,EMP734481,WD64528455,2026-01-04,Promotion,Completed,Expanded Role,Associate II,Senior Specialist,2.0,3.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP763215,EMP763215,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-11-07,2026-01-04,Promotion from Level 2 to Level 3
JM7423570,EMP734551,WD61563851,2025-05-02,Promotion,Completed,Performance Based,Associate I,Associate II,1.0,2.0,Risk & Compliance,Risk & Compliance,Financial Crimes,Financial Crimes,AML Operations,AML Operations,EMP193165,EMP193165,"Boston, MA","Boston, MA",Regular,Regular,Manager,2025-03-19,2025-05-02,Promotion from Level 1 to Level 2
JM3467204,EMP734914,WD24733866,2025-11-23,Hire,Completed,Backfill,,Lead Specialist,,4.0,,Investment Banking,,Capital Markets,,Derivatives,,EMP329028,,"New York, NY",,Contractor,HR System,2025-11-09,2025-11-23,New hire - Executive Recruitment
JM4294270,EMP734921,WD17955165,2025-09-10,Termination,Completed,Voluntary - Retirement,Representative,,2.0,,Commercial Banking,,Trade Finance,,Documentary Collections,,EMP574816,,"Dallas, TX",,Regular,,Employee,2025-08-17,2025-09-10,Voluntary - Retirement
JM1403301,EMP734952,WD37976200,2026-01-25,Lateral Move,Completed,Restructuring,Branch Manager,Manager,7.0,7.0,Investment Banking,Commercial Banking,Structured Finance,Corporate Lending,Syndications,Relationship Management,EMP408681,EMP408681,"Chicago, IL","Chicago, IL",Regular,Regular,HR,2025-12-15,2026-01-25,Lateral move to Commercial Banking
JM5161730,EMP735051,WD89758383,2025-06-16,Lateral Move,Completed,Restructuring,Lead Analyst,Lead Specialist,4.0,4.0,Retail Banking,Risk & Compliance,Consumer Lending,Enterprise Risk,Credit Cards,Model Risk,EMP753004,EMP753004,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,Manager,2025-05-19,2025-06-16,Lateral move to Risk & Compliance
JM7896952,EMP735051,WD89758383,2026-01-22,Demotion,Completed,Voluntary Step-Down,Lead Analyst,Senior Analyst,4.0,3.0,Retail Banking,Retail Banking,Consumer Lending,Consumer Lending,Credit Cards,Credit Cards,EMP753004,EMP753004,"Los Angeles, CA","Los Angeles, CA",Regular,Regular,HR,2025-12-28,2026-01-22,Demotion
JM3118092,EMP735185,WD47617945,2025-08-11,Demotion,Completed,Restructuring,Senior Associate,Representative,3.0,2.0,Retail Banking,Retail Banking,Branch Operations,Branch Operations,Sales,Sales,EMP815683,EMP815683,"Denver, CO","Denver, CO",Regular,Regular,HR,2025-07-24,2025-08-11,Demotion
JM4048681,EMP735185,WD47617945,2025-12-01,Lateral Move,Completed,Restructuring,Senior Associate,Senior Specialist,3.0,3.0,Retail Banking,Retail Banking,Branch Operations,Digital Banking,Sales,Digital Onboarding,EMP815683,EMP815683,"Denver, CO","Denver, CO",Regular,Regular,Employee,2025-10-23,2025-12-01,Lateral move to Retail Banking
JM4256488,EMP735424,WD11023374,2025-09-29,Promotion,Completed,Skill Development,Program Manager,Regional Director,8.0,9.0,Wealth Management,Wealth Management,Financial Planning,Financial Planning,Retirement Planning,Retirement Planning,EMP145908,EMP145908,"Atlanta, GA","Atlanta, GA",Regular,Regular,Manager,2025-08-08,2025-09-29,Promotion from Level 8 to Level 9
JM8285360,EMP735479,WD95668832,2025-09-30,Lateral Move,Completed,Business Need,Senior Analyst,Senior Specialist,3.0,3.0,Commercial Banking,Risk & Compliance,Real Estate Finance,Enterprise Risk,REIT Coverage,Market Risk,EMP330399,EMP330399,"New York, NY","New York, NY",Regular,Regular,Employee,2025-08-31,2025-09-30,Lateral move to Risk & Compliance
JM8099398,EMP735506,WD96880226,2025-03-11,Termination,Completed,Voluntary - Personal Reasons,Coordinator,,1.0,,Retail Banking,,Digital Banking,,UX Design,,EMP463647,,"Charlotte, NC",,Regular,,Employee,2025-02-06,2025-03-11,Voluntary - Personal Reasons
JM4371800,EMP735664,WD16463470,2026-02-02,Lateral Move,Completed,Career Development,Team Lead,Principal Associate,4.0,4.0,Corporate Functions,Retail Banking,Marketing,Branch Operations,Communications,Sales,EMP107651,EMP107651,"Phoenix, AZ","Phoenix, AZ",Regular,Regular,Employee,2026-01-12,2026-02-02,Lateral move to Retail Banking
JM7256684,EMP735951,WD72604282,2025-12-12,Promotion,Completed,Market Adjustment,Senior Associate,Principal Associate,3.0,4.0,Retail Banking,Retail Banking,Digital Banking,Digital Banking,UX Design,UX Design,EMP886043,EMP886043,"Charlotte, NC","Charlotte, NC",Regular,Regular,Manager,2025-11-10,2025-12-12,Promotion from Level 3 to Level 4
JM9596131,EMP736213,WD61945598,2025-07-21,Hire,Completed,Executive Recruitment,,Principal Associate,,4.0,,Retail Banking,,Digital Banking,,Online Banking,,EMP122293,,"Toronto, ON",,Regular,HR System,2025-06-21,2025-07-21,New hire - Internal Referral
