Position_ID,Supervisory_Organization,Effective_Date,Reason,Worker_Type,Worker_Sub_Type,Job_Profile,Job_Title,Business_Title,Time_Type,Location,Work_Space,Pay_Rate_Type,Schedule_Weekly_Hours,Scheduled_FTE,Default_Weekly_Hours,Employee_Type,shift_number,Exclude_From_Headcount
P-017677,DEPT_OPS_069,2023-10-21,New Position,Employee,Regular,JP_0017,Business Intelligence Analyst,Business Intelligence Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017678,DEPT_HR_082,2023-10-14,New Position,Employee,Regular,JP_0057,Contract Specialist,Contract Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017679,DEPT_TECH_040,2023-10-16,New Position,Employee,Regular,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017680,DEPT_OPS_057,2023-10-03,New Position,Employee,Regular,JP_0028,Risk Analyst,Risk Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-017681,DEPT_INVEST_116,2023-10-08,New Position,Employee,Regular,JP_0059,Financial Advisor,Financial Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017682,DEPT_LEGAL_085,2023-10-30,New Position,Employee,Regular,JP_0034,AML Analyst,AML Analyst,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-017683,DEPT_OPS_072,2023-10-01,New Position,Employee,Regular,JP_0085,Administrative Assistant,Administrative Assistant,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017684,DEPT_SALES_102,2023-10-19,New Position,Employee,Regular,JP_0067,Wealth Advisor,Wealth Advisor,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017685,DEPT_TECH_034,2023-10-16,New Position,Employee,Regular,JP_0024,Tax Specialist,Tax Specialist,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-017686,DEPT_OPS_059,2023-10-21,New Position,Employee,Regular,JP_0060,Investment Advisor,Investment Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017687,DEPT_RISK_046,2023-10-15,New Position,Employee,Regular,JP_0041,Client Services Representative,Client Services Representative,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017688,DEPT_SALES_102,2023-10-08,New Position,Employee,Regular,JP_0027,Accounts Payable Specialist,Accounts Payable Specialist,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017689,DEPT_TECH_040,2023-10-02,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017690,DEPT_ADMIN_130,2023-10-08,New Position,Employee,Regular,JP_0050,HRIS Analyst,HRIS Analyst,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017691,DEPT_TECH_037,2023-10-14,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Part_Time,LOC_WIN,,Salary,18.75,0.5,37.5,Regular,0,0
P-017692,DEPT_OPS_057,2023-10-24,New Position,Employee,Regular,JP_0062,Client Relationship Manager,Client Relationship Manager,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017693,DEPT_CEO_002,2023-10-02,New Position,Employee,Regular,JP_0043,Process Improvement Analyst,Process Improvement Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017694,DEPT_OPS_072,2023-10-18,New Position,Employee,Regular,JP_0072,Content Writer,Content Writer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017695,DEPT_TECH_037,2023-10-04,New Position,Employee,Regular,JP_0029,Senior Risk Analyst,Senior Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017696,DEPT_TECH_037,2023-10-26,New Position,Employee,Regular,JP_0050,HRIS Analyst,HRIS Analyst,Part_Time,LOC_CHI,,Salary,18.75,0.5,37.5,Regular,0,0
P-017697,DEPT_ADMIN_130,2023-10-28,New Position,Employee,Regular,JP_0088,Investment Analyst,Investment Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017698,DEPT_INVEST_124,2023-10-05,New Position,Employee,Regular,JP_0054,Paralegal,Paralegal,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-017699,DEPT_SALES_093,2023-10-26,New Position,Employee,Regular,JP_0038,Operations Specialist,Operations Specialist,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017700,DEPT_TECH_039,2023-10-16,New Position,Employee,Regular,JP_0003,Staff Engineer,Staff Engineer,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-017701,DEPT_TECH_033,2023-10-19,New Position,Employee,Regular,JP_0036,Risk Manager,Risk Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017702,DEPT_OPS_059,2023-10-17,New Position,Employee,Regular,JP_0020,Accountant,Accountant,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017703,DEPT_CEO_002,2023-10-13,New Position,Employee,Regular,JP_0002,Senior Software Engineer,Senior Software Engineer,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-017704,DEPT_MKT_111,2023-10-11,New Position,Employee,Regular,JP_0088,Investment Analyst,Investment Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017705,DEPT_INVEST_120,2023-10-30,New Position,Employee,Regular,JP_0043,Process Improvement Analyst,Process Improvement Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017706,DEPT_INVEST_115,2023-10-07,New Position,Employee,Regular,JP_0005,Data Scientist,Data Scientist,Full_Time,LOC_HAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017707,DEPT_FIN_012,2023-10-12,New Position,Employee,Regular,JP_0044,Project Manager,Project Manager,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017708,DEPT_ADMIN_129,2023-10-06,New Position,Contingent Worker,Contractor,JP_0064,Private Banker,Private Banker,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Contractor,0,1
P-017709,DEPT_RISK_042,2023-10-20,New Position,Employee,Regular,JP_0058,Relationship Manager,Relationship Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017710,DEPT_LEGAL_084,2023-10-23,New Position,Employee,Regular,JP_0092,Fund Accountant,Fund Accountant,Full_Time,LOC_OTT,,Salary,37.5,1.0,37.5,Regular,0,0
P-017711,DEPT_FIN_004,2023-10-23,New Position,Employee,Regular,JP_0045,HR Business Partner,HR Business Partner,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017712,DEPT_HR_080,2023-10-08,New Position,Employee,Regular,JP_0024,Tax Specialist,Tax Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017713,DEPT_RISK_044,2023-10-07,New Position,Employee,Regular,JP_0034,AML Analyst,AML Analyst,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017714,DEPT_SALES_093,2023-10-16,New Position,Employee,Regular,JP_0011,Solutions Architect,Solutions Architect,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017715,DEPT_TECH_032,2023-10-14,New Position,Employee,Regular,JP_0028,Risk Analyst,Risk Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017716,DEPT_RISK_046,2023-10-04,New Position,Employee,Regular,JP_0017,Business Intelligence Analyst,Business Intelligence Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017717,DEPT_FIN_009,2023-10-22,New Position,Employee,Fixed Term,JP_0071,Communications Specialist,Communications Specialist,Part_Time,LOC_TOR_FP,,Salary,18.75,0.5,37.5,Fixed Term,0,0
P-017718,DEPT_TECH_033,2023-10-31,New Position,Employee,Regular,JP_0006,Cloud Architect,Cloud Architect,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017719,DEPT_OPS_059,2023-10-23,New Position,Employee,Regular,JP_0036,Risk Manager,Risk Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017720,DEPT_SALES_104,2023-10-22,New Position,Employee,Regular,JP_0003,Staff Engineer,Staff Engineer,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017721,DEPT_ADMIN_129,2023-10-05,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017722,DEPT_TECH_023,2023-10-15,New Position,Employee,Regular,JP_0014,Database Administrator,Database Administrator,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-017723,DEPT_FIN_006,2023-10-30,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017724,DEPT_HR_080,2023-10-16,New Position,Employee,Regular,JP_0042,Operations Manager,Operations Manager,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017725,DEPT_SALES_095,2023-11-18,New Position,Employee,Regular,JP_0046,Recruiter,Recruiter,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-017726,DEPT_OPS_065,2023-11-27,New Position,Employee,Fixed Term,JP_0078,Chief Human Resources Officer,Chief Human Resources Officer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-017727,DEPT_TECH_033,2023-11-21,New Position,Employee,Regular,JP_0062,Client Relationship Manager,Client Relationship Manager,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017728,DEPT_INVEST_125,2023-11-09,New Position,Employee,Regular,JP_0034,AML Analyst,AML Analyst,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-017729,DEPT_TECH_036,2023-11-18,New Position,Employee,Regular,JP_0013,Technical Project Manager,Technical Project Manager,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-017730,DEPT_RISK_048,2023-11-23,New Position,Employee,Regular,JP_0037,Operations Analyst,Operations Analyst,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-017731,DEPT_OPS_067,2023-11-01,New Position,Employee,Regular,JP_0043,Process Improvement Analyst,Process Improvement Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017732,DEPT_OPS_056,2023-11-20,New Position,Employee,Regular,JP_0057,Contract Specialist,Contract Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017733,DEPT_OPS_059,2023-11-07,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017734,DEPT_HR_083,2023-11-22,New Position,Employee,Regular,JP_0042,Operations Manager,Operations Manager,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017735,DEPT_HR_078,2023-11-23,New Position,Employee,Regular,JP_0017,Business Intelligence Analyst,Business Intelligence Analyst,Part_Time,LOC_MTL,,Salary,18.75,0.5,37.5,Regular,0,0
P-017736,DEPT_ADMIN_129,2023-11-22,New Position,Employee,Regular,JP_0039,Trade Operations Analyst,Trade Operations Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017737,DEPT_OPS_070,2023-11-07,New Position,Employee,Regular,JP_0054,Paralegal,Paralegal,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017738,DEPT_ADMIN_133,2023-11-06,New Position,Employee,Regular,JP_0014,Database Administrator,Database Administrator,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017739,DEPT_SALES_098,2023-11-03,New Position,Employee,Regular,JP_0060,Investment Advisor,Investment Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017740,DEPT_OPS_057,2023-11-30,New Position,Employee,Fixed Term,JP_0018,Financial Analyst,Financial Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-017741,DEPT_HR_083,2023-11-17,New Position,Employee,Regular,JP_0046,Recruiter,Recruiter,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017742,DEPT_HR_079,2023-11-09,New Position,Employee,Regular,JP_0086,Office Manager,Office Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017743,DEPT_ADMIN_129,2023-11-11,New Position,Contingent Worker,Contractor,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Contractor,0,1
P-017744,DEPT_RISK_047,2023-11-15,New Position,Employee,Regular,JP_0007,DevOps Engineer,DevOps Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017745,DEPT_TECH_030,2023-11-12,New Position,Contingent Worker,Contractor,JP_0004,Data Engineer,Data Engineer,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Contractor,0,1
P-017746,DEPT_MKT_113,2023-11-05,New Position,Contingent Worker,Contractor,JP_0003,Staff Engineer,Staff Engineer,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Contractor,0,1
P-017747,DEPT_TECH_017,2023-11-26,New Position,Employee,Regular,JP_0015,Network Engineer,Network Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017748,DEPT_HR_081,2023-11-08,New Position,Employee,Regular,JP_0065,Mortgage Specialist,Mortgage Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017749,DEPT_LEGAL_084,2023-11-14,New Position,Employee,Regular,JP_0007,DevOps Engineer,DevOps Engineer,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-017750,DEPT_SALES_099,2023-11-25,New Position,Employee,Regular,JP_0028,Risk Analyst,Risk Analyst,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017751,DEPT_TECH_035,2023-11-28,New Position,Employee,Regular,JP_0088,Investment Analyst,Investment Analyst,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017752,DEPT_TECH_036,2023-11-17,New Position,Employee,Regular,JP_0082,Office Administrator,Office Administrator,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017753,DEPT_INVEST_115,2023-11-13,New Position,Employee,Regular,JP_0017,Business Intelligence Analyst,Business Intelligence Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017754,DEPT_LEGAL_088,2023-11-17,New Position,Employee,Regular,JP_0062,Client Relationship Manager,Client Relationship Manager,Part_Time,LOC_TOR_FP,,Salary,18.75,0.5,37.5,Regular,0,0
P-017755,DEPT_FIN_007,2023-11-20,New Position,Employee,Regular,JP_0061,Sales Associate,Sales Associate,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017756,DEPT_SALES_105,2023-11-16,New Position,Employee,Regular,JP_0051,Learning & Development Specialist,Learning & Development Specialist,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017757,DEPT_INVEST_118,2023-11-11,New Position,Employee,Regular,JP_0041,Client Services Representative,Client Services Representative,Part_Time,LOC_TOR_HQ,,Salary,18.75,0.5,37.5,Regular,0,0
P-017758,DEPT_RISK_044,2023-11-09,New Position,Employee,Regular,JP_0089,Research Analyst,Research Analyst,Full_Time,LOC_CAL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017759,DEPT_TECH_033,2023-11-10,New Position,Contingent Worker,Contractor,JP_0009,IT Support Specialist,IT Support Specialist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Contractor,0,1
P-017760,DEPT_OPS_064,2023-11-22,New Position,Employee,Regular,JP_0042,Operations Manager,Operations Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017761,DEPT_ADMIN_127,2023-11-15,New Position,Employee,Regular,JP_0001,Software Engineer,Software Engineer,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017762,DEPT_TECH_029,2023-11-22,New Position,Employee,Regular,JP_0003,Staff Engineer,Staff Engineer,Full_Time,LOC_OTT,,Salary,37.5,1.0,37.5,Regular,0,0
P-017763,DEPT_OPS_066,2023-11-12,New Position,Employee,Regular,JP_0042,Operations Manager,Operations Manager,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017764,DEPT_OPS_071,2023-11-09,New Position,Employee,Regular,JP_0047,Senior Recruiter,Senior Recruiter,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-017765,DEPT_OPS_070,2023-11-17,New Position,Employee,Regular,JP_0066,Insurance Advisor,Insurance Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017766,DEPT_INVEST_118,2023-11-22,New Position,Employee,Regular,JP_0033,Compliance Analyst,Compliance Analyst,Part_Time,LOC_VAN,,Salary,18.75,0.5,37.5,Regular,0,0
P-017767,DEPT_FIN_009,2023-11-30,New Position,Employee,Regular,JP_0046,Recruiter,Recruiter,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017768,DEPT_RISK_047,2023-11-12,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017769,DEPT_INVEST_121,2023-11-14,New Position,Employee,Regular,JP_0091,Trader,Trader,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-017770,DEPT_HR_076,2023-11-12,New Position,Employee,Regular,JP_0017,Business Intelligence Analyst,Business Intelligence Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-017771,DEPT_ADMIN_126,2023-11-10,New Position,Employee,Regular,JP_0049,Benefits Specialist,Benefits Specialist,Full_Time,LOC_OTT,,Salary,37.5,1.0,37.5,Regular,0,0
P-017772,DEPT_SALES_090,2023-11-16,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017773,DEPT_TECH_033,2023-11-12,New Position,Employee,Regular,JP_0055,Legal Analyst,Legal Analyst,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017774,DEPT_RISK_042,2023-11-15,New Position,Employee,Regular,JP_0041,Client Services Representative,Client Services Representative,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017775,DEPT_OPS_073,2023-11-11,New Position,Employee,Fixed Term,JP_0025,Audit Analyst,Audit Analyst,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-017776,DEPT_SALES_097,2023-11-20,New Position,Employee,Regular,JP_0064,Private Banker,Private Banker,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017777,DEPT_SALES_096,2023-11-11,New Position,Employee,Regular,JP_0085,Administrative Assistant,Administrative Assistant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017778,DEPT_TECH_036,2023-11-17,New Position,Employee,Regular,JP_0091,Trader,Trader,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Regular,0,0
P-017779,DEPT_RISK_051,2023-11-24,New Position,Employee,Regular,JP_0006,Cloud Architect,Cloud Architect,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017780,DEPT_SALES_095,2023-11-17,New Position,Employee,Regular,JP_0036,Risk Manager,Risk Manager,Full_Time,LOC_BOS,,Salary,37.5,1.0,37.5,Regular,0,0
P-017781,DEPT_SALES_102,2023-11-03,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017782,DEPT_ADMIN_126,2023-11-16,New Position,Employee,Regular,JP_0013,Technical Project Manager,Technical Project Manager,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017783,DEPT_FIN_012,2023-11-16,New Position,Employee,Regular,JP_0089,Research Analyst,Research Analyst,Full_Time,LOC_WIN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017784,DEPT_SALES_106,2023-11-25,New Position,Employee,Fixed Term,JP_0038,Operations Specialist,Operations Specialist,Part_Time,LOC_CA_REM,,Salary,18.75,0.5,37.5,Fixed Term,0,0
P-017785,DEPT_OPS_066,2023-11-07,New Position,Employee,Fixed Term,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-017786,DEPT_OPS_062,2023-11-13,New Position,Employee,Regular,JP_0071,Communications Specialist,Communications Specialist,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017787,DEPT_SALES_098,2023-11-22,New Position,Employee,Regular,JP_0083,Facilities Coordinator,Facilities Coordinator,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017788,DEPT_INVEST_120,2023-11-05,New Position,Contingent Worker,Contractor,JP_0027,Accounts Payable Specialist,Accounts Payable Specialist,Full_Time,LOC_DAL,,Salary,37.5,1.0,37.5,Contractor,0,1
P-017789,DEPT_INVEST_116,2023-11-19,New Position,Employee,Regular,JP_0081,Executive Assistant,Executive Assistant,Part_Time,LOC_MTL,,Salary,18.75,0.5,37.5,Regular,0,0
P-017790,DEPT_FIN_005,2023-11-25,New Position,Employee,Regular,JP_0032,Operational Risk Analyst,Operational Risk Analyst,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017791,DEPT_ADMIN_127,2023-11-26,New Position,Employee,Regular,JP_0070,Digital Marketing Specialist,Digital Marketing Specialist,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017792,DEPT_INVEST_121,2023-11-01,New Position,Employee,Regular,JP_0060,Investment Advisor,Investment Advisor,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017793,DEPT_ADMIN_128,2023-11-19,New Position,Employee,Regular,JP_0063,Business Development Manager,Business Development Manager,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017794,DEPT_OPS_068,2023-11-17,New Position,Employee,Regular,JP_0030,Credit Risk Analyst,Credit Risk Analyst,Part_Time,LOC_TOR_FP,,Salary,18.75,0.5,37.5,Regular,0,0
P-017795,DEPT_TECH_024,2023-11-14,New Position,Employee,Regular,JP_0020,Accountant,Accountant,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
P-017796,DEPT_OPS_071,2023-11-18,New Position,Employee,Regular,JP_0035,Regulatory Affairs Specialist,Regulatory Affairs Specialist,Part_Time,LOC_MTL,,Salary,18.75,0.5,37.5,Regular,0,0
P-017797,DEPT_SALES_098,2023-11-14,New Position,Employee,Fixed Term,JP_0071,Communications Specialist,Communications Specialist,Full_Time,LOC_SF,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-017798,DEPT_TECH_040,2023-11-25,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017799,DEPT_OPS_068,2023-11-07,New Position,Employee,Regular,JP_0008,QA Engineer,QA Engineer,Part_Time,LOC_WIN,,Salary,18.75,0.5,37.5,Regular,0,0
P-017800,DEPT_INVEST_118,2023-11-09,New Position,Employee,Fixed Term,JP_0060,Investment Advisor,Investment Advisor,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-017801,DEPT_INVEST_121,2023-11-22,New Position,Employee,Regular,JP_0069,Brand Manager,Brand Manager,Full_Time,LOC_US_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017802,DEPT_RISK_047,2023-11-01,New Position,Employee,Regular,JP_0018,Financial Analyst,Financial Analyst,Full_Time,LOC_MIA,,Salary,37.5,1.0,37.5,Regular,0,0
P-017803,DEPT_INVEST_118,2023-11-17,New Position,Employee,Regular,JP_0015,Network Engineer,Network Engineer,Part_Time,LOC_NYC,,Salary,18.75,0.5,37.5,Regular,0,0
P-017804,DEPT_SALES_106,2023-11-03,New Position,Employee,Regular,JP_0038,Operations Specialist,Operations Specialist,Full_Time,LOC_CA_REM,,Salary,37.5,1.0,37.5,Regular,0,0
P-017805,DEPT_RISK_055,2023-11-23,New Position,Employee,Regular,JP_0054,Paralegal,Paralegal,Part_Time,LOC_BOS,,Salary,18.75,0.5,37.5,Regular,0,0
P-017806,DEPT_RISK_047,2023-11-09,New Position,Employee,Regular,JP_0066,Insurance Advisor,Insurance Advisor,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017807,DEPT_FIN_008,2023-11-01,New Position,Employee,Regular,JP_0019,Senior Financial Analyst,Senior Financial Analyst,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017808,DEPT_SALES_097,2023-11-08,New Position,Employee,Regular,JP_0010,Cybersecurity Analyst,Cybersecurity Analyst,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Regular,0,0
P-017809,DEPT_SALES_104,2023-11-19,New Position,Employee,Regular,JP_0084,Receptionist,Receptionist,Full_Time,LOC_MTL,,Salary,37.5,1.0,37.5,Regular,0,0
P-017810,DEPT_SALES_101,2023-11-10,New Position,Employee,Regular,JP_0003,Staff Engineer,Staff Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Regular,0,0
P-017811,DEPT_SALES_104,2023-11-19,New Position,Employee,Regular,JP_0003,Staff Engineer,Staff Engineer,Full_Time,LOC_VAN,,Salary,37.5,1.0,37.5,Regular,0,0
P-017812,DEPT_HR_080,2023-11-13,New Position,Employee,Regular,JP_0060,Investment Advisor,Investment Advisor,Full_Time,LOC_NYC,,Salary,37.5,1.0,37.5,Regular,0,0
P-017813,DEPT_RISK_054,2023-11-01,New Position,Contingent Worker,Contractor,JP_0015,Network Engineer,Network Engineer,Full_Time,LOC_TOR_HQ,,Salary,37.5,1.0,37.5,Contractor,0,1
P-017814,DEPT_SALES_102,2023-11-19,New Position,Employee,Fixed Term,JP_0080,Chief Marketing Officer,Chief Marketing Officer,Full_Time,LOC_CHI,,Salary,37.5,1.0,37.5,Fixed Term,0,0
P-017815,DEPT_SALES_090,2023-11-17,New Position,Employee,Regular,JP_0021,Senior Accountant,Senior Accountant,Full_Time,LOC_TOR_FP,,Salary,37.5,1.0,37.5,Regular,0,0
