Job_Classification_ID,Job_Classification_WID,Job_Classification_Name,Job_Classification_Group_ID,Job_Classification_Group_Name,Job_Profile_ID
JCL_0580,f2ea93e4ac2b6bec3bc4bca2b059276b,Corporate Counsel - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0053
JCL_0581,65124eed2e11c0226f6e3d29e2ef7613,Corporate Counsel - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0053
JCL_0582,c7121464d48593099968f2081e6bba90,Corporate Counsel - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0053
JCL_0583,4f92cd26bed95425ca369b7ba6f64357,Corporate Counsel - Stock,JCL_GRP_STOCK,Stock,JP_0053
JCL_0584,2db0b8dcfded34a2526ef40b59ff69b5,Paralegal - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0054
JCL_0585,380ab3a91db10e22e7c531e0bba65341,Paralegal - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0054
JCL_0586,985f817994325ca1e3aa111dd53b1117,Paralegal - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0054
JCL_0587,88c2a51f06c180c6424924556ff99cbb,Paralegal - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0054
JCL_0588,1fb295da30700b55a8ffb7b803407f45,Paralegal - Job Collection,JCL_GRP_COLL,Job Collection,JP_0054
JCL_0589,817cf3203ca0dd0d018784848538dcee,Paralegal - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0054
JCL_0590,eea704ebbe5ea132155429e2b0791236,Paralegal - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0054
JCL_0591,35ceef5b8b8cf9ef9cfc52eba48e11b5,Paralegal - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0054
JCL_0592,2c6a26b54ceca61e2d547b985c8eb0d1,Paralegal - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0054
JCL_0593,cb51c243b66cd5a2c2bdb3e056f3ddae,Paralegal - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0054
JCL_0594,1cdd4ce6a7ce38cf06faf88abae576f9,Paralegal - Stock,JCL_GRP_STOCK,Stock,JP_0054
JCL_0595,9358403e4278ac6b0a6d41e226e9cf2a,Legal Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0055
JCL_0596,84df89cc4dbbe49fda0a2bae0911e96c,Legal Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0055
JCL_0597,d7b4791b1bb405377b759b4b615158d3,Legal Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0055
JCL_0598,e54e42955901a57f57bf272026f2d51e,Legal Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0055
JCL_0599,35e4be21aee8fbabe00a337564369248,Legal Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0055
JCL_0600,0c3f4bb533fbc94edcf5c134f8a4a29d,Legal Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0055
JCL_0601,cea8ed7886dfa66c1c66946a6f801ce4,Legal Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0055
JCL_0602,99942b7d68759646b7c734b197bfea36,Legal Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0055
JCL_0603,a99e5c15ca818c9124235b62282d16c6,Legal Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0055
JCL_0604,7504602e8ad7dbeefa2c22c6907603fe,Legal Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0055
JCL_0605,5a9297b6f15db835f0067cd519e531b5,Legal Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0055
JCL_0606,97166ed9ef678ac98fdf7afbc9d6c184,Regulatory Counsel - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0056
JCL_0607,39f10565a66e7c545a79eee587f47ed8,Regulatory Counsel - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0056
JCL_0608,c2be81654c384774d8328e07be9ac3fa,Regulatory Counsel - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0056
JCL_0609,f1da9fa8f542454c6e09dac858447a76,Regulatory Counsel - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0056
JCL_0610,23cf3c7704357c5b54f2b20a98fa4864,Regulatory Counsel - Job Collection,JCL_GRP_COLL,Job Collection,JP_0056
JCL_0611,549c83cf28629129d227f590c844cba9,Regulatory Counsel - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0056
JCL_0612,97928c7c56195e719c29914e5eead10d,Regulatory Counsel - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0056
JCL_0613,1c76af7f31da3458c3fe0e2bcae66469,Regulatory Counsel - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0056
JCL_0614,e2bf17b464d5dc850224f58ba96220e3,Regulatory Counsel - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0056
JCL_0615,b4d063b166cd27a7035235f9d5bd8954,Regulatory Counsel - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0056
JCL_0616,c81cb51d55dc85c561916f54ffe7fa9f,Regulatory Counsel - Stock,JCL_GRP_STOCK,Stock,JP_0056
JCL_0617,e4fa7369d93636d0b4bd881ea8a93ee1,Contract Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0057
JCL_0618,e93266be1e1f6d4d97527f7f0ac854f0,Contract Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0057
JCL_0619,97cefe180866d0d99f962ef389e68af6,Contract Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0057
JCL_0620,af58ab02ee0a7b83b977fe12d839af87,Contract Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0057
JCL_0621,f2229e24a95c28d98b2196b5ea732e86,Contract Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0057
JCL_0622,4867385f44c45ffe23b34bdc4ece553d,Contract Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0057
JCL_0623,c3febd3a4627dcb5920fc55c5f35d1b8,Contract Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0057
JCL_0624,cdb69b7680f4edac8d6baceab6b3d431,Contract Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0057
JCL_0625,cd659dc9dfbcecb7c7064342a5d31b36,Contract Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0057
JCL_0626,bbefd6642ed040f652662d1df6ac017c,Contract Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0057
JCL_0627,514215d75927df0298e631da2242f87b,Contract Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0057
JCL_0628,008df3bd028c1ad1bf1b6aef920dd712,Relationship Manager - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0058
JCL_0629,6a90fa8933c1b36d7779dab168cbe7b6,Relationship Manager - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0058
JCL_0630,97d151831a0e748b4e939ba8a5a499e6,Relationship Manager - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0058
JCL_0631,abc7ae79b4fbd4da532cf0a780e99667,Relationship Manager - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0058
JCL_0632,72816c54c9d11e34a4d8164d3e0f763a,Relationship Manager - Job Collection,JCL_GRP_COLL,Job Collection,JP_0058
JCL_0633,086be162aba940c5338f50f8c3ea2134,Relationship Manager - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0058
JCL_0634,85eb35c0e1141fc5f4dc4eca8b1eb9d5,Relationship Manager - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0058
JCL_0635,53858b155e68ce24fba39909d7ac8f89,Relationship Manager - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0058
JCL_0636,e1a5f2f35877843d332fe1bf2120145a,Relationship Manager - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0058
JCL_0637,1d0004711fb3576b0ac6bab66beca8d7,Relationship Manager - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0058
JCL_0638,465944c0f0bb225da6d95ca140cafdef,Relationship Manager - Stock,JCL_GRP_STOCK,Stock,JP_0058
JCL_0639,dc61f40788edefef8af8cac89de831f2,Financial Advisor - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0059
JCL_0640,5123e9455482de9074050a953723309a,Financial Advisor - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0059
JCL_0641,b114c09335a69aa55e3023f40320e430,Financial Advisor - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0059
JCL_0642,05260e81a29fe44ab4142d00fd152491,Financial Advisor - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0059
JCL_0643,0cc6f325b3516890dae32ca81d42cb2f,Financial Advisor - Job Collection,JCL_GRP_COLL,Job Collection,JP_0059
JCL_0644,661d8a47976ec755f47783a3aa148fad,Financial Advisor - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0059
JCL_0645,01e4cceb61d602ddbad65e5889b6d8b1,Financial Advisor - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0059
JCL_0646,528c4d0826d4273516ca785d84a3a3a7,Financial Advisor - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0059
JCL_0647,b7e560fef2460d907f352f7a04c82268,Financial Advisor - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0059
JCL_0648,e89268c6db7289642fee0bc2f2c03095,Financial Advisor - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0059
JCL_0649,2be48735f13a7b75b05fbcc457aa35b9,Financial Advisor - Stock,JCL_GRP_STOCK,Stock,JP_0059
JCL_0650,29f00c8379d34de3e863a3fde7f486e7,Investment Advisor - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0060
JCL_0651,70d46b92147f1df200145740aecaca1a,Investment Advisor - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0060
JCL_0652,860e20f66b4377ff3f85f7f4e4d3c13c,Investment Advisor - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0060
JCL_0653,84062ee8c7d9e958fc126277719affc0,Investment Advisor - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0060
JCL_0654,1ead6d0d2c336d0128f3d7ea201b69d6,Investment Advisor - Job Collection,JCL_GRP_COLL,Job Collection,JP_0060
JCL_0655,51a11f24eba56e45cd3662263cdc4b88,Investment Advisor - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0060
JCL_0656,d7275bc63e22e568fe3a60f9bc3a007c,Investment Advisor - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0060
JCL_0657,008bddda200bb0f6dfbf13295c81beef,Investment Advisor - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0060
JCL_0658,2a44befb25ee61aa1af44cdf0a1e17c7,Investment Advisor - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0060
JCL_0659,a6e218381f98df98005818a6a98dce5b,Investment Advisor - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0060
JCL_0660,5e3f569189c5bda926c04ce9578360f3,Investment Advisor - Stock,JCL_GRP_STOCK,Stock,JP_0060
JCL_0661,2b5b180e212c0b9bd1603ae404b124ff,Sales Associate - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0061
JCL_0662,588d65a72e1c4641ef5d80c5a2b145ab,Sales Associate - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0061
JCL_0663,bccd0b52852c243fea8367903701a300,Sales Associate - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0061
JCL_0664,3daad32de41fc290c5b1838bb9c22db1,Sales Associate - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0061
JCL_0665,b99262636862eb2b9af9bbb5d520d8a2,Sales Associate - Job Collection,JCL_GRP_COLL,Job Collection,JP_0061
JCL_0666,3fddaf7f22cc2e06b22dfe27bea2f011,Sales Associate - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0061
JCL_0667,19a2491afab338d96698c06537847301,Sales Associate - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0061
JCL_0668,cfe10c3ccf93789540479b3c03a244db,Sales Associate - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0061
JCL_0669,5bbb27a5bc8a538cb7a8d423e93cd36f,Sales Associate - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0061
JCL_0670,89c07a2bccc56d77c4719a964086fba2,Sales Associate - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0061
JCL_0671,e90616d583d2e870f8e9fd2606f2c207,Sales Associate - Stock,JCL_GRP_STOCK,Stock,JP_0061
JCL_0672,6657310c8d0c9a99f60db2d60c61df76,Client Relationship Manager - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0062
JCL_0673,82c9c610606e76c7b9b4b5cead585e84,Client Relationship Manager - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0062
JCL_0674,978588f30922a7135efd0f6fe3dae81c,Client Relationship Manager - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0062
JCL_0675,067cda2dc69c4e4cb1b15edc0d0b41c9,Client Relationship Manager - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0062
JCL_0676,acc89d3a8c0951f4ed28f0a621738f9a,Client Relationship Manager - Job Collection,JCL_GRP_COLL,Job Collection,JP_0062
JCL_0677,96dfe29277cd312bf6b41cd407504302,Client Relationship Manager - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0062
JCL_0678,217b7af0535a8d7c9f18d03ab1cd96fe,Client Relationship Manager - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0062
JCL_0679,67422a44e4660af0d63d7c63daaa7986,Client Relationship Manager - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0062
JCL_0680,c1e9b8c16b4504f9e89dabe0ce85621f,Client Relationship Manager - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0062
JCL_0681,8d6c5d6a2952f3683eea0a7731687a80,Client Relationship Manager - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0062
JCL_0682,12e4130974e8aeab71b9e2f51390736f,Client Relationship Manager - Stock,JCL_GRP_STOCK,Stock,JP_0062
JCL_0683,7de0c005631e24529e7394f423191ba6,Business Development Manager - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0063
JCL_0684,87bcd205c73e2547313fdf7184c5bb66,Business Development Manager - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0063
JCL_0685,11aceda9cc98af39918ee0b7cc350637,Business Development Manager - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0063
JCL_0686,7ef2ea5c9f928c684239fb63a97eab9d,Business Development Manager - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0063
JCL_0687,9008753f597a829b03d717ad83798c35,Business Development Manager - Job Collection,JCL_GRP_COLL,Job Collection,JP_0063
JCL_0688,c5417ef0f96253c0b8762ba6327dcf98,Business Development Manager - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0063
JCL_0689,6aa9795ad706f19c5d4f0001a6c340c6,Business Development Manager - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0063
JCL_0690,e168fdcb2dbda9ee5b74d602736e769d,Business Development Manager - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0063
JCL_0691,95618d52f2a99c4764209d7d4d027f84,Business Development Manager - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0063
JCL_0692,d1a2ce0e61c858cb80c8b5c56c8cd0c0,Business Development Manager - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0063
JCL_0693,fef1c6e77f90e2243c52f168d81cda03,Business Development Manager - Stock,JCL_GRP_STOCK,Stock,JP_0063
JCL_0694,66060e77677c4bf6022132ff2e459724,Private Banker - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0064
JCL_0695,ff355fb9c18e1b3d2e62e41f6951ac32,Private Banker - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0064
JCL_0696,7a1a429a39323dee6f88f2461d22f7ad,Private Banker - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0064
JCL_0697,0fb5a25b5178fc73e0e084ae96961bad,Private Banker - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0064
JCL_0698,4a53370400a10f82a44569727971ec5d,Private Banker - Job Collection,JCL_GRP_COLL,Job Collection,JP_0064
JCL_0699,5f3d38bea3ec8ceaf4eaea7ace67c10e,Private Banker - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0064
JCL_0700,4f8466042843c589d5787902d7a6a473,Private Banker - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0064
JCL_0701,f1332107c7457ede529c961a00fb4eaa,Private Banker - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0064
JCL_0702,af1fc8f0b311904dba89e9ed4e37410f,Private Banker - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0064
JCL_0703,1c602db6e2968a8a3a8e6fc5c32ed0f8,Private Banker - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0064
JCL_0704,7222e568cd128dbcd6dd110f2d4e0ca1,Private Banker - Stock,JCL_GRP_STOCK,Stock,JP_0064
JCL_0705,b38d65a42be6df48f261e0614f4a06c8,Mortgage Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0065
JCL_0706,ad24d1155f30c814d7578a47b8058a62,Mortgage Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0065
JCL_0707,ebee0a3bbdc597bf272eb7bdfad2f18e,Mortgage Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0065
JCL_0708,320408430320aa85b6c9c48844189f7f,Mortgage Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0065
JCL_0709,f103a51ba0d0a3efb847ce3803e1e3b3,Mortgage Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0065
JCL_0710,147c0a7e3582668e7edd44502c9c35f6,Mortgage Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0065
JCL_0711,8a1a9ab082db5e25f9127dc77782bb78,Mortgage Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0065
JCL_0712,ddcfe96fe248b3bf71f1751605ed55c9,Mortgage Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0065
JCL_0713,0f94178b0c8225a994ad2b382fce473e,Mortgage Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0065
JCL_0714,e8c6eadf8e80c44b3a422d4b651c4f65,Mortgage Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0065
JCL_0715,aca794284a1f3d8149cb5ef980f5cc8a,Mortgage Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0065
JCL_0716,2d1e0afb87e2addbd73314f5d7e6a204,Insurance Advisor - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0066
JCL_0717,0af0c3f8c9f67a834b2b52dff8a0c8e9,Insurance Advisor - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0066
JCL_0718,42cc6c89332390673b191dc7d8730391,Insurance Advisor - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0066
JCL_0719,c5c58ce167e9a1e4f6c7b5132156b2c3,Insurance Advisor - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0066
JCL_0720,b57784fa3449cf1a3b8d1b110f629419,Insurance Advisor - Job Collection,JCL_GRP_COLL,Job Collection,JP_0066
JCL_0721,1e9fe91047532536cce6328c20632519,Insurance Advisor - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0066
JCL_0722,34d2e521d5b5691c8f075bad26f9be6b,Insurance Advisor - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0066
JCL_0723,a1e91a3959a9d0ba91cdcad52b0b6235,Insurance Advisor - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0066
JCL_0724,eb1b0da69d4e7ea8f50db318f9322825,Insurance Advisor - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0066
JCL_0725,a61d7a979e72b0508f1053e574bd2120,Insurance Advisor - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0066
JCL_0726,062697571da392027d15a7c2adc1d8cc,Insurance Advisor - Stock,JCL_GRP_STOCK,Stock,JP_0066
JCL_0727,614a2437a43625efa1cc615eb9e9e2b0,Wealth Advisor - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0067
JCL_0728,4a7487705208342987ae265f8fb200e3,Wealth Advisor - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0067
JCL_0729,d406a6e9c2a025dae0038539417c0485,Wealth Advisor - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0067
JCL_0730,a6d80a8c03abc220a3ff907ac8d8f988,Wealth Advisor - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0067
JCL_0731,3fec6fc742e75cb59bff8467ce298a34,Wealth Advisor - Job Collection,JCL_GRP_COLL,Job Collection,JP_0067
JCL_0732,a13be7df55a9034d16851d8ca466365e,Wealth Advisor - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0067
JCL_0733,0524d5d2fb63283553a89e0048c68d66,Wealth Advisor - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0067
JCL_0734,97e5b4ba3d35570a18559a6d33a2fc42,Wealth Advisor - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0067
JCL_0735,ee442d4ff344cdda1a028df9a152d085,Wealth Advisor - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0067
JCL_0736,a06018b31b660594b3ea9c83c21ee93b,Wealth Advisor - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0067
JCL_0737,89fa38f28264698c264819f6493c28db,Wealth Advisor - Stock,JCL_GRP_STOCK,Stock,JP_0067
JCL_0738,01cf5fc95e3cebe2f46428d55fe4f28e,Marketing Analyst - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0068
JCL_0739,5e07ac19d0f97a73e49a72950dfb7318,Marketing Analyst - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0068
JCL_0740,ab4a616eebe4253ba8ad12a65d1c37fe,Marketing Analyst - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0068
JCL_0741,c58316a68b9bdf21312c435d33ce66bf,Marketing Analyst - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0068
JCL_0742,9962ea379cb0f620dbb78df433c10561,Marketing Analyst - Job Collection,JCL_GRP_COLL,Job Collection,JP_0068
JCL_0743,f729c306c78adbacea3b32b27dbabf7d,Marketing Analyst - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0068
JCL_0744,f017773856877485b1b92a87d909f6ea,Marketing Analyst - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0068
JCL_0745,4ba9c82136f2b8905e41fcd2ed9e660c,Marketing Analyst - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0068
JCL_0746,97dbf5be4a4eb7d9832763bfc1b6af1c,Marketing Analyst - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0068
JCL_0747,5934f7660a7134f51400d597e4656de4,Marketing Analyst - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0068
JCL_0748,70ff67d727265023f135812a73ee173d,Marketing Analyst - Stock,JCL_GRP_STOCK,Stock,JP_0068
JCL_0749,3f5a99a249bdbd9d4c4c2b9bcb15fe1c,Brand Manager - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0069
JCL_0750,6b3d770e7b1203d1a8e95efa81310116,Brand Manager - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0069
JCL_0751,81186c2854b0ed2e3ad6338019687874,Brand Manager - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0069
JCL_0752,7cb879dcd063f0a670739cc54a7f9825,Brand Manager - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0069
JCL_0753,e78b68fa38cab0c29cef2bb57b738f6d,Brand Manager - Job Collection,JCL_GRP_COLL,Job Collection,JP_0069
JCL_0754,60b6967883a0d40b24317c098b69edd9,Brand Manager - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0069
JCL_0755,7d6981caf4a19e6a55f0a40271677025,Brand Manager - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0069
JCL_0756,b3275957378d892ec80dd3d1aa402c50,Brand Manager - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0069
JCL_0757,54f2270d15e21a798d92064e38eed260,Brand Manager - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0069
JCL_0758,e3c1914568e60aacbd76de78c1865e02,Brand Manager - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0069
JCL_0759,df4a2a23f1fe09c2832211a651270b46,Brand Manager - Stock,JCL_GRP_STOCK,Stock,JP_0069
JCL_0760,53192c47660bc8743cf48c0a736cab4d,Digital Marketing Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0070
JCL_0761,5920423853a45bf15d7bc2045139428d,Digital Marketing Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0070
JCL_0762,046f95795f37e4aee8cefb3b4dc6b159,Digital Marketing Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0070
JCL_0763,ef54a2e485600eea405a4f48242702f4,Digital Marketing Specialist - EEO1 Code,JCL_GRP_EEO1,EEO1 Code,JP_0070
JCL_0764,fa79575b259b7bd47e4b4a47d2bdcaab,Digital Marketing Specialist - Job Collection,JCL_GRP_COLL,Job Collection,JP_0070
JCL_0765,701f9c0874cbd9190ac56ad4996c5777,Digital Marketing Specialist - Loan Originator Code,JCL_GRP_LOAN,Loan Originator Code,JP_0070
JCL_0766,7343ef0eee387c45ccfd333119e490c1,Digital Marketing Specialist - National Occupation Code,JCL_GRP_NOC,National Occupation Code,JP_0070
JCL_0767,d03af07c414eefb919f2c4712cc3912e,Digital Marketing Specialist - Occupation Code,JCL_GRP_OCC,Occupation Code,JP_0070
JCL_0768,903058bb4d34ff80e5a30a594383e42a,Digital Marketing Specialist - Recruitment Channel,JCL_GRP_RECR,Recruitment Channel,JP_0070
JCL_0769,00cac5d10577711c72ffc119d2261562,Digital Marketing Specialist - Standard Occupation Code,JCL_GRP_SOC,Standard Occupation Code,JP_0070
JCL_0770,586c1fed90f55017cf3fb626ae7a908d,Digital Marketing Specialist - Stock,JCL_GRP_STOCK,Stock,JP_0070
JCL_0771,dc85165d564d4222c2cfa0bb5201c92c,Communications Specialist - AAP Job Group,JCL_GRP_AAP,AAP Job Group,JP_0071
JCL_0772,811908f5ab6391bc37f85ec8fa5ce421,Communications Specialist - Bonus Eligibility,JCL_GRP_BONUS,Bonus Eligibility,JP_0071
JCL_0773,4bb993bd50fe5f5594fca1703d395943,Communications Specialist - Customer Facing,JCL_GRP_CUST,Customer Facing,JP_0071
